DATE,TE,CO,NO,NO2,O3,CO2,T,RH,P,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,68,28,0,-13,86,0,0.00000,0.00000,0,CRC
07/06/26 04:08:51,20.21,144.40,8.22,11.91,14.94,410.68,19.00,51.00,1013.00,0.02,0.69,0.94,57.50,0.25,1,13.27,0.00,83.20,1,-19,21,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,460394132
07/06/26 04:09:52,20.15,142.11,9.93,11.04,15.08,410.89,18.90,49.90,1013.00,0.01,0.62,0.75,70.80,0.33,1,13.24,0.00,79.22,1,-18,21,3,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2410301367
07/06/26 04:10:53,20.13,158.79,9.29,11.16,15.54,411.42,18.80,50.30,1013.00,0.04,0.57,0.62,71.50,0.37,1,13.24,0.00,81.63,1,-22,21,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2399011175
07/06/26 04:11:51,20.11,171.22,9.41,11.59,14.99,411.78,18.80,50.70,1013.00,0.01,0.49,0.50,65.90,0.37,1,13.24,0.00,84.02,1,-22,20,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3397545478
07/06/26 04:12:51,20.06,165.27,9.21,11.76,16.48,412.57,18.80,50.80,1013.00,0.19,0.56,0.57,63.50,0.33,1,13.24,0.00,79.32,1,-19,19,2,5,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1891194755
07/06/26 04:13:52,20.03,158.57,8.18,12.23,14.30,413.46,18.80,51.20,1013.00,0.06,0.29,0.29,51.70,0.23,1,13.24,0.00,80.95,1,-19,20,3,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1827777607
07/06/26 04:14:52,20.01,159.17,9.19,11.75,13.77,413.81,18.80,50.60,1013.00,0.02,0.10,0.10,52.50,0.22,1,13.24,0.00,81.94,1,-20,20,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4266782468
07/06/26 04:15:53,19.96,147.79,10.37,11.16,15.72,414.34,18.70,50.80,1013.00,0.07,0.20,0.20,58.50,0.25,1,13.24,0.00,77.32,1,-19,19,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1179051862
07/06/26 04:16:53,19.93,144.47,9.30,11.33,15.82,414.77,18.70,51.20,1013.00,0.02,0.41,0.41,51.70,0.25,1,13.24,0.00,79.61,1,-20,20,1,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1580897970
07/06/26 04:17:49,19.91,142.92,9.69,11.44,15.77,415.26,18.60,51.50,1013.00,0.01,0.15,0.15,54.80,0.25,1,13.24,0.00,80.21,1,-19,19,1,5,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4079211089
07/06/26 04:18:50,19.85,154.17,8.62,10.63,16.58,415.53,18.60,51.20,1013.00,0.00,0.14,0.20,62.00,0.28,1,13.24,0.00,83.55,1,-21,21,1,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3250347595
07/06/26 04:19:52,19.83,150.23,7.67,11.55,15.26,415.83,18.50,51.90,1013.00,0.00,0.08,0.10,69.70,0.33,1,13.24,0.00,89.96,1,-21,20,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3882895906
07/06/26 04:20:53,19.79,146.66,6.23,13.73,14.27,416.48,18.50,52.90,1013.00,0.00,0.51,0.51,52.10,0.31,1,13.24,0.00,79.95,1,-19,21,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1475263491
07/06/26 04:21:54,19.74,141.24,9.29,11.97,14.37,417.27,18.40,51.90,1013.00,0.02,0.56,0.56,57.80,0.28,1,13.24,0.00,82.00,1,-19,19,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2361407782
07/06/26 04:22:54,19.72,136.84,7.93,12.07,14.64,417.83,18.40,52.40,1013.00,0.01,0.54,0.54,51.00,0.25,1,13.24,0.00,77.99,1,-17,19,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1581528762
07/06/26 04:23:50,19.67,140.13,8.02,12.05,14.69,419.17,18.30,52.80,1013.00,0.00,0.60,0.63,42.60,0.26,1,13.24,0.00,82.63,1,-19,20,2,5,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,899472488
07/06/26 04:24:54,19.64,140.66,9.54,11.57,14.16,419.71,18.30,51.20,1013.00,0.00,0.69,0.70,49.40,0.26,1,13.24,0.00,90.31,1,-19,19,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,145712850
07/06/26 04:25:55,19.59,138.53,10.55,11.52,14.89,419.90,18.20,51.30,1013.00,0.03,0.46,0.47,53.00,0.25,1,13.24,0.00,82.52,1,-19,18,2,5,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,685081037
07/06/26 04:26:51,19.55,147.51,9.36,10.86,15.61,419.96,18.20,51.20,1013.00,0.01,0.17,0.17,48.10,0.29,1,13.24,0.00,80.56,1,-22,19,2,5,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,132657635
07/06/26 04:27:52,19.53,142.03,8.67,10.18,16.29,419.90,18.20,50.40,1013.00,0.00,0.33,0.33,46.60,0.27,1,13.24,0.00,79.53,1,-21,19,3,5,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,357160517
07/06/26 04:28:54,19.48,138.39,9.08,10.52,15.49,419.23,18.20,50.90,1013.00,0.00,0.30,0.30,48.40,0.27,1,13.24,0.00,77.53,1,-21,18,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,878519974
07/06/26 04:29:55,19.44,137.74,7.83,12.97,13.40,417.98,18.10,52.60,1013.00,0.17,0.42,0.42,49.50,0.27,1,13.24,0.00,76.32,1,-20,19,3,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2398469279
07/06/26 04:30:56,19.41,134.24,6.46,14.38,11.89,417.57,18.10,54.70,1013.00,0.20,0.55,0.55,37.50,0.33,1,13.24,0.00,82.15,1,-17,19,3,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3356476212
07/06/26 04:31:53,19.36,138.12,3.59,17.85,8.60,421.21,18.10,60.50,1013.00,0.18,0.42,0.42,34.00,0.28,1,13.24,0.00,85.76,1,-18,20,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2636644858
07/06/26 04:32:54,19.33,138.12,5.07,18.02,8.06,431.50,18.00,60.50,1013.00,0.06,0.61,0.85,33.50,0.30,1,13.24,0.00,79.05,1,-19,20,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,579414176
07/06/26 04:33:55,19.27,135.28,3.64,19.13,5.93,449.06,18.00,61.90,1013.00,0.02,0.42,0.50,31.80,0.35,1,13.24,0.00,81.24,1,-18,19,1,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4188346820
07/06/26 04:34:55,19.24,146.86,6.47,17.55,8.00,464.09,17.90,62.00,1013.00,0.01,0.21,0.24,37.90,0.31,1,13.24,0.00,77.35,1,-20,18,1,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2285523764
07/06/26 04:35:52,19.19,152.60,6.51,16.24,9.06,469.24,17.80,61.20,1013.00,0.00,0.24,0.29,34.30,0.42,1,13.24,0.00,85.57,1,-21,18,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,873499976
07/06/26 04:36:53,19.15,157.37,5.28,16.33,8.94,470.38,17.70,62.00,1013.00,0.00,0.57,0.64,32.80,0.37,1,13.24,0.00,81.81,1,-23,18,2,5,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,212743667
07/06/26 04:37:57,19.09,153.09,6.58,17.20,7.77,474.47,17.50,62.20,1013.00,0.00,0.51,0.54,42.40,0.24,1,13.24,0.00,98.35,1,-22,17,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4121411807
07/06/26 04:38:53,19.05,153.97,5.41,17.42,7.55,476.94,17.40,63.60,1013.00,0.00,0.37,0.38,39.80,0.25,1,13.24,0.00,86.99,1,-22,18,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,389629
07/06/26 04:39:53,18.99,163.10,5.33,18.73,7.27,478.59,17.40,66.80,1013.00,0.00,0.59,0.70,34.70,0.22,1,13.24,0.00,82.26,1,-24,16,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1634814976
07/06/26 04:40:54,18.95,163.79,7.78,18.41,5.79,483.73,17.30,63.90,1013.00,0.06,0.71,0.84,33.20,0.22,1,13.24,0.00,79.48,1,-24,16,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3200721394
07/06/26 04:41:55,18.88,171.41,6.50,17.70,7.08,487.15,17.30,65.70,1013.00,0.02,0.66,0.75,31.10,0.24,1,13.24,0.00,82.23,1,-27,16,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3199887716
07/06/26 04:42:56,18.84,166.89,7.46,17.45,7.55,489.37,17.20,64.10,1013.00,0.01,0.57,0.64,32.00,0.25,1,13.24,0.00,80.99,1,-25,15,3,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,407207464
07/06/26 04:43:58,18.78,176.02,7.94,15.65,8.85,490.02,17.20,63.90,1013.00,0.00,0.50,0.52,32.80,0.27,1,13.24,0.00,78.08,1,-28,15,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,127545549
07/06/26 04:44:55,18.74,181.55,6.20,15.02,8.61,488.23,17.10,63.30,1013.00,0.00,0.37,0.38,34.30,0.30,1,13.24,0.00,82.95,1,-30,16,1,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2560907214
07/06/26 04:45:55,18.67,183.11,6.46,14.97,9.02,484.53,17.00,63.70,1013.00,0.00,0.67,0.68,31.30,0.35,1,13.24,0.00,81.19,1,-30,17,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,431310933
07/06/26 04:46:56,18.63,171.36,7.10,15.63,8.56,481.66,17.00,64.20,1013.00,0.23,0.85,0.85,30.50,0.36,1,13.24,0.00,80.83,1,-28,16,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,629394518
07/06/26 04:47:52,18.57,171.50,6.22,16.03,8.24,480.64,16.90,64.60,1013.00,0.08,0.51,0.51,29.40,0.35,1,13.24,0.00,77.85,1,-26,16,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3797442331
07/06/26 04:48:53,18.53,181.44,6.59,15.66,9.02,480.22,16.70,64.30,1013.00,0.26,0.75,0.75,30.60,0.35,1,13.24,0.00,81.07,1,-28,15,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1643213327
07/06/26 04:49:54,18.47,182.26,7.72,15.50,8.63,479.58,16.70,65.10,1013.00,0.09,0.66,0.66,32.10,0.35,1,13.24,0.00,78.82,1,-30,15,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3797525711
07/06/26 04:50:58,18.41,180.46,7.90,15.90,8.16,479.29,16.70,66.10,1013.00,0.24,0.81,0.81,32.00,0.30,1,13.20,0.00,87.85,1,-29,14,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,869620845
07/06/26 04:51:55,18.36,176.76,8.62,16.32,7.07,480.28,16.70,65.40,1013.00,0.08,0.42,0.42,30.30,0.33,1,13.24,0.00,82.18,1,-28,14,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4240563668
07/06/26 04:52:56,18.29,173.68,8.48,15.02,9.76,480.52,16.60,65.40,1013.00,0.19,0.63,0.63,30.50,0.42,1,13.24,0.00,82.06,1,-27,15,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,896071366
07/06/26 04:53:57,18.25,186.50,7.83,15.38,8.32,480.45,16.50,65.30,1013.00,0.08,0.53,0.53,30.20,0.42,1,13.24,0.00,80.59,1,-30,15,3,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3631076932
07/06/26 04:54:54,18.19,182.41,7.59,15.30,8.42,481.05,16.40,65.00,1013.00,0.03,0.56,0.71,30.00,0.41,1,13.24,0.00,78.93,1,-28,14,3,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1567281551
07/06/26 04:55:55,18.13,178.35,6.60,15.49,8.83,481.09,16.30,66.50,1013.00,0.01,0.40,0.45,30.30,0.34,1,13.24,0.00,77.65,1,-28,14,2,5,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2732457701
07/06/26 04:56:56,18.08,190.15,6.81,16.72,6.46,481.52,16.20,66.60,1013.00,0.00,0.28,0.30,32.20,0.31,1,13.24,0.00,85.22,1,-28,14,2,5,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4156675396
07/06/26 04:57:54,18.02,206.23,7.12,16.19,8.06,482.91,16.10,67.60,1013.00,0.20,0.92,0.92,40.70,0.28,1,13.24,0.00,85.48,1,-26,14,2,5,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2271399690
07/06/26 04:58:55,17.97,211.96,8.65,16.08,7.71,487.41,16.10,65.90,1013.00,0.07,0.78,0.79,30.20,0.45,1,13.24,0.00,82.65,1,-27,14,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,417638767
07/06/26 04:59:57,17.90,203.14,8.88,15.54,8.86,486.86,16.00,66.40,1013.00,0.08,1.50,1.76,32.80,0.51,0,13.24,0.00,77.42,1,-26,15,3,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3959715254
07/06/26 05:00:58,17.86,204.22,8.27,15.11,8.29,483.46,16.00,65.50,1013.00,0.03,0.79,0.90,31.70,0.39,0,13.24,0.00,74.19,1,-26,14,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,96818616
07/06/26 05:01:59,17.79,205.57,7.81,14.59,8.70,479.66,16.00,65.40,1013.00,0.52,1.26,1.53,32.10,0.38,0,13.24,0.00,77.42,1,-28,14,3,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2771460091
07/06/26 05:02:55,17.75,202.91,7.81,16.49,7.05,477.40,15.80,67.10,1013.00,0.18,0.55,0.88,45.20,0.38,0,13.24,0.00,90.32,1,-28,14,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3026697571
07/06/26 05:03:57,17.69,201.43,6.42,16.77,6.50,480.00,15.80,67.50,1013.00,0.06,0.74,0.92,36.90,0.40,0,13.24,0.00,87.10,1,-29,15,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1715501330
07/06/26 05:04:58,17.63,191.08,5.08,16.40,7.25,484.82,15.80,68.40,1013.00,0.02,0.57,0.64,39.60,0.33,0,13.24,0.00,77.42,1,-26,14,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4223830117
07/06/26 05:05:55,17.58,185.25,6.69,18.03,6.79,489.01,15.60,69.00,1013.00,0.03,0.65,0.67,52.70,0.39,0,13.24,0.00,80.65,1,-27,13,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2315984840
07/06/26 05:06:57,17.52,178.98,7.40,17.38,6.52,494.97,15.60,69.00,1013.00,0.01,0.45,0.46,34.80,0.36,0,13.24,0.00,77.42,1,-27,13,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1681727786
07/06/26 05:07:58,17.48,179.30,7.22,16.51,6.73,498.15,15.50,68.60,1013.00,0.00,0.47,0.47,31.70,0.49,0,13.24,0.00,77.42,1,-27,14,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,74147577
07/06/26 05:08:54,17.42,179.46,6.47,16.82,6.01,499.13,15.40,69.70,1013.00,0.22,0.87,0.87,33.20,0.38,0,13.24,0.00,77.42,1,-28,14,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4227096289
07/06/26 05:09:55,17.38,174.18,6.91,16.30,6.44,499.46,15.30,68.60,1013.00,0.42,1.26,1.43,33.60,0.34,0,13.24,0.00,77.42,1,-28,13,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1136516173
07/06/26 05:10:59,17.31,182.48,7.61,16.27,5.67,499.73,15.30,69.90,1013.00,0.31,1.32,1.51,31.80,0.41,0,13.24,0.00,77.42,1,-30,13,1,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,619489706
07/06/26 05:11:59,17.27,173.00,7.61,16.82,3.37,500.57,15.30,70.30,1013.00,0.13,1.09,1.17,29.10,0.30,0,13.24,0.00,93.55,1,-28,13,1,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3928006648
07/06/26 05:12:56,17.20,171.04,8.33,16.75,5.49,502.71,15.30,69.20,1013.00,0.22,1.07,1.22,34.00,0.30,0,13.24,0.00,77.42,1,-27,13,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2570521663
07/06/26 05:13:56,17.16,170.27,8.14,15.90,7.21,500.71,15.20,68.90,1013.00,0.46,1.01,1.11,30.50,0.30,0,13.24,0.00,106.45,1,-27,12,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,954751225
07/06/26 05:14:58,17.10,175.77,7.91,16.29,6.80,497.69,15.20,70.20,1013.00,0.36,1.13,1.30,30.80,0.34,0,13.24,0.00,90.32,1,-30,11,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3009885855
07/06/26 05:16:00,17.05,169.32,5.32,15.70,6.01,497.73,15.10,70.10,1013.00,0.13,0.46,0.52,31.60,0.37,0,13.24,0.00,93.55,1,-28,13,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2027089181
07/06/26 05:16:57,17.00,171.52,6.15,15.79,6.15,499.53,15.10,69.90,1013.00,0.14,0.63,0.65,30.60,0.38,0,13.24,0.00,77.42,1,-31,13,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2059304329
07/06/26 05:18:00,16.95,173.12,6.05,16.57,5.55,501.01,15.10,69.90,1013.00,0.49,0.95,0.96,29.70,0.39,0,13.24,0.00,90.32,1,-31,13,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1001932479
07/06/26 05:19:01,16.90,171.21,5.97,17.59,4.66,499.16,15.10,70.40,1013.00,0.55,1.16,1.52,29.90,0.40,0,13.24,0.00,77.42,1,-29,13,3,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3716726790
07/06/26 05:19:56,16.86,170.87,6.27,16.54,5.37,496.76,15.00,70.50,1013.00,0.35,1.08,1.20,31.30,0.40,0,13.24,0.00,90.32,1,-30,12,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4042707540
07/06/26 05:20:58,16.80,168.44,7.39,16.09,5.54,494.01,15.00,69.30,1013.00,0.43,1.02,1.07,31.10,0.41,0,13.24,0.00,80.65,1,-29,12,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2367343865
07/06/26 05:22:01,16.76,166.63,5.59,16.88,5.75,492.41,14.90,72.00,1013.00,0.34,1.06,1.07,29.80,0.36,0,13.24,0.00,90.32,1,-28,13,3,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,530440180
07/06/26 05:22:58,16.70,166.13,6.51,15.84,5.33,494.11,14.90,71.90,1013.00,0.11,0.49,0.49,29.00,0.33,0,13.24,0.00,103.23,1,-28,13,2,4,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3259987049
07/06/26 05:24:00,16.67,167.49,6.50,15.15,6.53,498.66,14.90,71.30,1013.00,0.04,0.29,0.29,27.90,0.40,0,13.20,0.00,125.81,1,-27,13,0,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3848684926
07/06/26 05:24:57,16.61,169.69,6.88,14.69,8.10,500.64,14.80,70.80,1013.00,0.24,0.94,0.94,27.90,0.46,0,13.24,0.00,77.42,1,-28,12,1,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2375252851
07/06/26 05:25:59,16.58,167.89,8.34,15.39,5.85,499.52,14.80,70.70,1013.00,0.51,0.97,0.97,28.00,0.41,0,13.24,0.00,77.42,1,-28,11,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,610897574
07/06/26 05:26:56,16.52,167.26,6.99,16.32,5.71,497.97,14.70,71.80,1013.00,0.39,0.67,0.67,28.20,0.37,0,13.24,0.00,77.42,1,-28,12,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1671427417
07/06/26 05:27:58,16.49,162.18,8.17,18.23,4.00,500.08,14.60,73.00,1013.00,0.39,1.14,1.14,27.70,0.37,0,13.24,0.00,77.42,1,-27,11,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3168806762
07/06/26 05:29:00,16.43,165.01,6.41,17.24,4.74,502.47,14.60,72.50,1013.00,0.40,1.04,1.04,26.30,0.34,0,13.24,0.00,90.32,1,-27,11,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,865073838
07/06/26 05:29:57,16.40,156.91,6.58,17.90,4.04,504.59,14.50,73.30,1013.00,0.34,0.99,0.99,26.90,0.34,0,13.24,0.00,90.32,1,-25,11,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4007479588
07/06/26 05:30:58,16.35,163.41,7.69,18.06,3.38,508.58,14.50,74.30,1013.00,0.37,1.07,1.15,28.50,0.35,0,13.24,0.00,77.42,1,-27,11,1,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3063774884
07/06/26 05:31:59,16.30,164.68,8.07,18.50,2.50,515.29,14.50,74.30,1013.00,0.53,1.08,1.28,28.50,0.33,0,13.24,0.00,90.32,1,-29,10,2,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3901078545
07/06/26 05:33:00,16.28,164.70,6.55,18.27,3.01,522.81,14.40,74.70,1013.00,0.34,0.75,1.21,31.50,0.35,0,13.24,0.00,80.65,1,-28,11,1,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,862882548
07/06/26 05:33:57,16.22,164.68,6.69,16.36,4.91,526.44,14.40,72.60,1013.00,0.24,0.87,1.12,30.80,0.37,0,13.24,0.00,77.42,1,-28,13,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1809399536
07/06/26 05:34:59,16.19,162.68,8.57,15.63,5.40,522.26,14.40,71.90,1013.00,0.51,0.96,1.10,29.70,0.37,0,13.24,0.00,77.42,1,-27,11,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,4053190181
07/06/26 05:36:01,16.14,168.60,7.48,16.17,5.45,515.74,14.30,72.30,1013.00,0.28,0.99,1.03,24.70,0.35,0,13.24,0.00,74.19,1,-29,12,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1392176829
07/06/26 05:36:58,16.10,169.53,7.86,16.90,3.56,512.82,14.30,72.40,1013.00,0.20,1.01,1.03,26.90,0.35,0,13.24,0.00,77.42,1,-30,11,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2915986299
07/06/26 05:38:01,16.06,167.25,9.82,15.94,4.89,511.13,14.20,71.80,1013.00,0.27,0.91,1.07,30.90,0.39,0,13.24,0.00,77.42,1,-30,9,1,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,3386685343
07/06/26 05:38:57,16.01,161.78,7.56,17.85,3.46,508.24,14.20,74.20,1013.00,0.34,0.82,0.91,27.60,0.35,0,13.24,0.00,77.42,1,-28,11,2,3,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,98465041
07/06/26 05:39:59,15.99,159.99,5.72,18.46,2.87,509.08,14.10,75.50,1013.00,0.21,0.70,0.77,27.20,0.36,0,13.24,0.00,77.42,1,-26,11,1,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,608384197
07/06/26 05:41:01,15.92,155.04,5.63,17.95,2.87,513.51,14.10,75.80,1013.00,0.09,0.41,0.43,27.10,0.34,0,13.24,0.00,93.55,1,-26,11,1,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,2000822711
07/06/26 05:42:02,15.90,153.01,6.01,16.72,4.01,518.27,14.10,75.20,1013.00,0.11,0.50,0.51,26.80,0.33,0,13.24,0.00,80.65,1,-25,11,1,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,733176414
07/06/26 05:42:58,15.85,158.49,7.35,15.87,5.12,519.17,14.10,74.00,1013.00,0.39,0.97,1.23,27.80,0.33,0,13.24,0.00,77.42,1,-27,11,2,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1163855700
07/06/26 05:44:02,15.81,164.24,9.79,15.24,5.98,513.37,14.00,73.80,1013.00,0.15,0.76,1.12,19.90,0.34,0,13.20,0.00,87.10,1,-27,8,0,2,STAT,60,LAT,LON,W,ÿÿÿÿþÿÿ,1854253471
